0.5880597014925373,167966.228426,3591,335,197,3600,1.0,0.2,5
0.8716417910447761,119349.30137,1742,335,292,3600,1.0,0.2,5
0.817910447761194,120700.974453,2172,335,274,3600,1.0,0.2,5
0.7970149253731343,122111.610487,2203,335,267,3600,1.0,0.2,5

0.6149253731343284,159249.349515,3426,335,206,3600,1.0,0.4,5
0.8507462686567164,120978.207018,1747,335,285,3600,1.0,0.4,5
0.7880597014925373,126944.518939,2208,335,264,3600,1.0,0.4,5
0.7582089552238805,123519.480315,2421,335,254,3600,1.0,0.4,5

0.6597014925373135,152172.199095,3248,335,221,3600,1.0,0.6,5
0.8746268656716418,120470.733788,1767,335,293,3600,1.0,0.6,5
0.8417910447761194,131562.407801,2208,335,282,3600,1.0,0.6,5
0.8208955223880597,132318.32,2406,335,275,3600,1.0,0.6,5

0.6716417910447762,161896.617778,3329,335,225,3600,1.0,0.8,5
0.8238805970149253,122299.626812,1788,335,276,3600,1.0,0.8,5
0.7791044776119403,123284.678161,2358,335,261,3600,1.0,0.8,5
0.7731343283582089,126914.818533,2374,335,259,3600,1.0,0.8,5

0.7074626865671642,150214.991561,3043,335,237,3600,1.0,1.0,5
0.7880597014925373,119969.42803,1860,335,264,3600,1.0,1.0,5
0.7820895522388059,128503.629771,2301,335,262,3600,1.0,1.0,5
0.7492537313432835,129730.713147,2516,335,251,3600,1.0,1.0,5

0.7671641791044777,145390.552529,2734,335,257,3600,1.0,1.2,5
0.8477611940298507,116753.359155,1819,335,284,3600,1.0,1.2,5
0.7880597014925373,121537.681818,2187,335,264,3600,1.0,1.2,5
0.7253731343283583,120152.460905,2519,335,243,3600,1.0,1.2,5

