0.2865671641791045,56310.260417,1641,335,96,3600,1.0,0.2,1
0.4716417910447761,62745.721519,1274,335,158,3600,1.0,0.2,1
0.42686567164179107,64596.363636,1375,335,143,3600,1.0,0.2,1
0.40298507462686567,59433.555556,1399,335,135,3600,1.0,0.2,1
0.5074626865671642,59924.923529,1315,335,170,3600,no_noise,no_noise,1

0.41492537313432837,99693.697842,2370,335,139,3600,1.0,0.2,2
0.6656716417910448,89372.026906,1525,335,223,3600,1.0,0.2,2
0.608955223880597,86925.313725,1742,335,204,3600,1.0,0.2,2
0.5701492537313433,78359.753927,1717,335,191,3600,1.0,0.2,2
0.6298507462686567,97245.658768,1774,335,211,3600,no_noise,no_noise,2

0.5074626865671642,120103.452941,2753,335,170,3600,1.0,0.2,3
0.7671641791044777,104252.241245,1617,335,257,3600,1.0,0.2,3
0.746268656716418,106076.444,1942,335,250,3600,1.0,0.2,3
0.7164179104477612,100287.6625,1928,335,240,3600,1.0,0.2,3
0.7611940298507462,107561.364706,1865,335,255,3600,no_noise,no_noise,3

0.5850746268656717,143521.596939,3196,335,196,3600,1.0,0.2,4
0.8149253731343283,112858.391941,1722,335,273,3600,1.0,0.2,4
0.7910447761194029,118485.166038,2005,335,265,3600,1.0,0.2,4
0.7791044776119403,118217.961686,2082,335,261,3600,1.0,0.2,4
0.8298507462686567,118633.967626,2207,335,278,3600,no_noise,no_noise,4

