gen_freq, delivery ratio, avg delivery delay, graynodes ratio
1:00:00,0.4208955223880597,2 days, 4:31:03.737589,704,0,1
1:00:00,0.42388059701492536,2 days, 2:53:09.887324,734,0,1
1:00:00,0.14029850746268657,3 days, 11:26:41.531915,8332,0,1
1:00:00,0.14328358208955225,1 day, 18:49:53.541667,1437,0,1
1:00:00,0.04477611940298507,2 days, 2:29:23.066667,580,0,1

