gen_freq, delivery ratio, avg delivery delay, graynodes ratio
1:00:00,0.44477611940298506,2 days, 17:12:25.926174,1199,0,1
1:00:00,0.0955223880597015,3 days, 21:16:36.875000,13180,0,1
1:00:00,0.12238805970149254,2 days, 2:02:01.097561,2133,0,1
1:00:00,0.050746268656716415,1 day, 23:50:19.058824,820,0,1

