0.7944389275074478,138289.9425,6994,1007,800,1200,0.0,0.0
0.11320754716981132,168024.473684,14205,1007,114,1200,
0.15690168818272096,156510.094937,4588,1007,158,1200,
0.1012909632571996,277959.215686,3270,1007,102,1200,
0.08639523336643495,286414.758621,1124,1007,87,1200,
0.11618669314796425,178121.034188,1516,1007,117,1200,

0.8224076281287247,139343.731884,5565,839,690,1440,0.0,0.0
0.133492252681764,143056.241071,13346,839,112,1440,
0.20858164481525626,152207.131429,4194,839,175,1440,
0.10727056019070322,270168.944444,2799,839,90,1440,
0.10965435041716329,335495.554348,1137,839,92,1440,
0.1299165673420739,165712.862385,1341,839,109,1440,

0.8047690014903129,130610.194444,4686,671,540,1800,0.0,0.0
0.16244411326378538,202182.027523,12322,671,109,1800,
0.2667660208643815,154452.212291,3815,671,179,1800,
0.12071535022354694,262429.962963,2400,671,81,1800,
0.12965722801788376,299358.597701,1005,671,87,1800,
0.16691505216095381,165043.401786,1159,671,112,1800,

0.8151093439363817,133213.246341,3464,503,410,2400,0.0,0.0
0.14314115308151093,153464.611111,10985,503,72,2400,
0.27037773359840955,153800.617647,3068,503,136,2400,
0.14910536779324055,260585.773333,2024,503,75,2400,
0.14314115308151093,272512.097222,841,503,72,2400,
0.17296222664015903,181148.471264,882,503,87,2400,

0.8417910447761194,129343.833333,2284,335,282,3600,0.0,0.0
0.22686567164179106,205368.986842,8719,335,76,3600,
0.2746268656716418,154817.608696,2347,335,92,3600,
0.21194029850746268,273155.577465,1418,335,71,3600,
0.2,256081.119403,675,335,67,3600,
0.20298507462686566,192646.5,641,335,68,3600,

0.7784431137724551,155473.707692,1233,167,130,7200,0.0,0.0
0.25149700598802394,175966.0,5392,167,42,7200,
0.38323353293413176,168229.21875,1410,167,64,7200,
0.25149700598802394,276435.142857,850,167,42,7200,
0.2634730538922156,335336.136364,422,167,44,7200,
0.25748502994011974,199855.953488,357,167,43,7200,

