0.3074626865671642,62884.378641,1524,335,103,3600,1.0,0.2,1
0.5164179104477612,57583.352601,1291,335,173,3600,1.0,0.2,1
0.5313432835820896,58248.241573,1454,335,178,3600,1.0,0.2,1
0.5134328358208955,59598.883721,1427,335,172,3600,1.0,0.2,1
0.564179104477612,64278.407407,1272,335,189,3600,no_noise,no_noise,1

0.44477611940298506,89241.067114,2143,335,149,3600,1.0,0.2,2
0.7253731343283583,91605.259259,1528,335,243,3600,1.0,0.2,2
0.6805970149253732,90642.675439,1864,335,228,3600,1.0,0.2,2
0.6447761194029851,87846.300926,1821,335,216,3600,1.0,0.2,2
0.7253731343283583,87692.427984,1668,335,243,3600,no_noise,no_noise,2

0.4955223880597015,119753.710843,2806,335,166,3600,1.0,0.2,3
0.8388059701492537,98535.021352,1629,335,281,3600,1.0,0.2,3
0.7910447761194029,110391.637736,2137,335,265,3600,1.0,0.2,3
0.7910447761194029,99532.132075,2078,335,265,3600,1.0,0.2,3
0.8208955223880597,105194.567273,1896,335,275,3600,no_noise,no_noise,3

0.5343283582089552,137379.083799,3027,335,179,3600,1.0,0.2,4
0.8029850746268656,109881.245353,1720,335,269,3600,1.0,0.2,4
0.7671641791044777,114175.579767,2215,335,257,3600,1.0,0.2,4
0.8029850746268656,112832.130112,2025,335,269,3600,1.0,0.2,4
0.8059701492537313,127155.185185,2133,335,270,3600,no_noise,no_noise,4

